Font,Mission_statement
Futura,SMEC s vision  To deliver outstanding infrastructure services for our clients and communities   coupled with the eight strong values define the way SMEC operates  values  Trust Delivery Innovation Sustainability Teamwork Diversity Integrity Safety  sector3
Futura,Vision As Captains of Lives  we inspire everyone  at every chance  towards a society without re offending  Mission As a correctional agency  we enforce secure custody of offenders and rehabilitate them  for a safe Singapore  Core Values Our Prison officers are committed to balance the needs of secure custody and discipline  while providing opportunities for rehabilitation for inmates who are deserving and capable of rehabilitation  sector5
Futura,pharmasave sector5
Futura,Distinctive quality  environmental consciousness and unparalleled customer service is the heart of Facility Link GOALS  VALUES AND BELIEFS Our goal is to live our mission statement and maintain our position of leadership in the industry  Our values are Quality  Environment  Customer Service  Investment in People and Investment in our Future  Facility Link prides itself in taking effective action and prompt resolution of customer issues to ensure utmost customer satisfaction  sector3
Futura,Our valueOur values   Responsible   Excellent   Innovative   have been the basis for Siemens  success for over 160 years  Responsible means that we are committed to ethical and responsible actions  Our excellence is based on achieving high performance and excellent results  We choose for innovation to create sustainable value  Our mission We make real what matters by setting the benchmark in the way we electrify  automate and digitalize the world around us  Ingenuity drives us and what we create is yours  Together we deliver  sector5
Futura,The Academy of Applied Science administers STEM  Science  Technology  Engineering    Math  programs where students apply scientific knowledge to life  research and inventions  Our programs spark creativity in young students  encourage the rising generation of teen mathematicians  scientists and engineers with recognition for their efforts  and provide scholarships and apprenticeships for high schoolers interested in pursuing careers in math  science and technology  The founder of the Academy  Robert H  Rines  defined the Academy as a catalyst   indeed  our influence  encouragement  and assistance annually reach over 12 000 students nationwide  sector5
Futura,MissionThe mission of Rose Hulman Institute of Technology is to provide our students with the world s best undergraduate science  engineering  and mathematics education in an environment of individual attention and support  Vision Rose Hulman graduates will be inspired and prepared for lives of purpose and success  defining and solving the problems of a complex global society  Rose Hulman will be a lifelong partner with our graduates and a recognized global leader in science  engineering  and mathematics education  sector4
Futura,Vision A world where we restore the lives of everyone affected by stroke  Mission We restore quality of life to people affected by stroke by harnessing the collective expertise of leading national and international stroke recovery researchers to create  share and apply new knowledge  sector3
Futura,Total Defence involves every Singaporean playing a part  individually and collectively  to build a strong  secure and cohesive nation  When we are strong  we are able to deal with any crisis   Natural disasters  climate change  energy  water and food scarcity  piracy  illegal immigration  self radicalisation and cyber crime are other examples of the wide range of threats we face today  Our response to such challenges involves every Singaporean playing a part sector5
Futura,Our MissionAIAA s mission is to inspire and advance the future of aerospace for the benefit of humanity  Our Vision AIAA s vision is to be the voice of the aerospace profession through innovation  technical excellence  and global leadership  Our purpose is to ignite and celebrate aerospace ingenuity and collaboration  and its importance to our way of life  Our promise is to be your vital lifelong link to the aerospace community and a champion for its achievements  sector5
Futura,Vision  Together  building a better pork industry  Mandate  OPIC seeks out opportunities and facilitates the movement of information and the development of best practices that promote sustainability for the entire Ontario pork industry  Identifying industry needs Engaging industry to co ordinate action Serving as a communication network for the industry Educating industry stakeholders sector5
Futura,We are building an extraordinary company that helps independent agents grow their individual enterprise by providing them with the most hospitable environment possible from which they conduct their business sector5
Futura,valuesInnovative Forward thinking and aiming to stay one step ahead  Transparent Open and honest with both our colleagues and customers  Responsive Listening to and acting upon feedback   Supportive Always approachable  sympathetic and ethical  sector2
Futura,We reach for new heights and reveal the unknown for the benefit of humankind  sector3
Futura,We reduce fear of the future and empower our clients through our risk expertise and financial strength  sector4
Gotham,Let me begin by saying thanks to all you who ve traveled  from far and wide  to brave the cold today  We all made this journey for a reason  It s humbling  but in my heart I know you didn t come here just for me  you came here because you believe in what this country can be  In the face of war  you believe there can be peace  In the face of despair  you believe there can be hope  In the face of a politics that s shut you out  that s told you to settle  that s divided us for too long  you believe we can be one people  reaching for what s possible  building that more perfect union  That s the journey we re on today  But let me tell you how I came to be here  As most of you know  I am not a native of this great state  I moved to Illinois over two decades ago  I was a young man then  just a year out of college  I knew no one in Chicago  was without money or family connections  But a group of churches had offered me a job as a community organizer for  13 000 a year  And I accepted the job  sight unseen  motivated then by a single  simple  powerful idea    that I might play a small part in building a better America  My work took me to some of Chicago s poorest neighborhoods  I joined with pastors and lay people to deal with communities that had been ravaged by plant closings  I saw that the problems people faced weren t simply local in nature    that the decision to close a steel mill was made by distant executives  that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away  and that when a child turns to violence  there s a hole in his heart no government could ever fill  It was in these neighborhoods that I received the best education I ever had  and where I learned the true meaning of my Christian faith  After three years of this work  I went to law school  because I wanted to understand how the law should work for those in need  I became a civil rights lawyer  and taught constitutional law  and after a time  I came to understand that our cherished rights of liberty and equality depend on the active participation of an awakened electorate  It was with these ideas in mind that I arrived in this capital city as a state Senator  It was here  in Springfield  where I saw all that is America converge    farmers and teachers  businessmen and laborers  all of them with a story to tell  all of them seeking a seat at the table  all of them clamoring to be heard  I made lasting friendships here    friends that I see in the audience today  It was here we learned to disagree without being disagreeable    that it s possible to compromise so long as you know those principles that can never be compromised  and that so long as we re willing to listen to each other  we can assume the best in people instead of the worst  That s why we were able to reform a death penalty system that was broken  That s why we were able to give health insurance to children in need  That s why we made the tax system more fair and just for working families  and that s why we passed ethics reforms that the cynics said could never  ever be passed  It was here  in Springfield  where North  South  East and West come together that I was reminded of the essential decency of the American people    where I came to believe that through this decency  we can build a more hopeful America  And that is why  in the shadow of the Old State Capitol  where Lincoln once called on a divided house to stand together  where common hopes and common dreams still  I stand before you today to announce my candidacy for President of the United States  I recognize there is a certain presumptuousness    a certain audacity    to this announcement  I know I haven t spent a lot of time learning the ways of Washington  But I ve been there long enough to know that the ways of Washington must change  The genius of our founders is that they designed a system of government that can be changed  And we should take heart  because we ve changed this country before  In the face of tyranny  a band of patriots brought an Empire to its knees  In the face of secession  we unified a nation and set the captives free  In the face of Depression  we put people back to work and lifted millions out of poverty  We welcomed immigrants to our shores  we opened railroads to the west  we landed a man on the moon  and we heard a King s call to let justice roll down like water  and righteousness like a mighty stream  Each and every time  a new generation has risen up and done what s needed to be done  Today we are called once more    and it is time for our generation to answer that call  For that is our unyielding faith    that in the face of impossible odds  people who love their country can change it  That s what Abraham Lincoln understood  He had his doubts  He had his defeats  He had his setbacks  But through his will and his words  he moved a nation and helped free a people  It is because of the millions who rallied to his cause that we are no longer divided  North and South  slave and free  It is because men and women of every race  from every walk of life  continued to march for freedom long after Lincoln was laid to rest  that today we have the chance to face the challenges of this millennium together  as one people    as Americans  All of us know what those challenges are today    a war with no end  a dependence on oil that threatens our future  schools where too many children aren t learning  and families struggling paycheck to paycheck despite working as hard as they can  We know the challenges  We ve heard them  We ve talked about them for years  What s stopped us from meeting these challenges is not the absence of sound policies and sensible plans  What s stopped us is the failure of leadership  the smallness of our politics    the ease with which we re distracted by the petty and trivial  our chronic avoidance of tough decisions  our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems  For the last six years we ve been told that our mounting debts don t matter  we ve been told that the anxiety Americans feel about rising health care costs and stagnant wages are an illusion  we ve been told that climate change is a hoax  and that tough talk and an ill conceived war can replace diplomacy  and strategy  and foresight  And when all else fails  when Katrina happens  or the death toll in Iraq mounts  we ve been told that our crises are somebody else s fault  We re distracted from our real failures  and told to blame the other party  or gay people  or immigrants  And as people have looked away in disillusionment and frustration  we know what s filled the void  The cynics  and the lobbyists  and the special interests who ve turned our government into a game only they can afford to play  They write the checks and you get stuck with the bills  they get the access while you get to write a letter  they think they own this government  but we re here today to take it back  The time for that politics is over  It s time to turn the page  We ve made some progress already  I was proud to help lead the fight in Congress that led to the most sweeping ethics reform since Watergate  But Washington has a long way to go  And it won t be easy  That s why we ll have to set priorities  We ll have to make hard choices  And although government will play a crucial role in bringing about the changes we need  more money and programs alone will not get us where we need to go  Each of us  in our own lives  will have to accept responsibility    for instilling an ethic of achievement in our children  for adapting to a more competitive economy  for strengthening our communities  and sharing some measure of sacrifice  So let us begin  Let us begin this hard work together  Let us transform this nation  Let us be the generation that reshapes our economy to compete in the digital age  Let s set high standards for our schools and give them the resources they need to succeed  Let s recruit a new army of teachers  and give them better pay and more support in exchange for more accountability  Let s make college more affordable  and let s invest in scientific research  and let s lay down broadband lines through the heart of inner cities and rural towns all across America  And as our economy changes  let s be the generation that ensures our nation s workers are sharing in our prosperity  Let s protect the hard earned benefits their companies have promised  Let s make it possible for hardworking Americans to save for retirement  And let s allow our unions and their organizers to lift up this country s middle class again  Let s be the generation that ends poverty in America  Every single person willing to work should be able to get job training that leads to a job  and earn a living wage that can pay the bills  and afford child care so their kids have a safe place to go when they work  Let s do this  Let s be the generation that finally tackles our health care crisis  We can control costs by focusing on prevention  by providing better treatment to the chronically ill  and using technology to cut the bureaucracy  Let s be the generation that says right here  right now  that we will have universal health care in America by the end of the next president s first term  Let s be the generation that finally frees America from the tyranny of oil  We can harness homegrown  alternative fuels like ethanol and spur the production of more fuel efficient cars  We can set up a system for capping greenhouse gases  We can turn this crisis of global warming into a moment of opportunity for innovation  and job creation  and an incentive for businesses that will serve as a model for the world  Let s be the generation that makes future generations proud of what we did here  Most of all  let s be the generation that never forgets what happened on that September day and confront the terrorists with everything we ve got  Politics doesn t have to divide us on this anymore    we can work together to keep our country safe  I ve worked with Republican Senator Dick Lugar to pass a law that will secure and destroy some of the world s deadliest  unguarded weapons  We can work together to track terrorists down with a stronger military  we can tighten the net around their finances  and we can improve our intelligence capabilities  But let us also understand that ultimate victory against our enemies will come only by rebuilding our alliances and exporting those ideals that bring hope and opportunity to millions around the globe  But all of this cannot come to pass until we bring an end to this war in Iraq  Most of you know I opposed this war from the start  I thought it was a tragic mistake  Today we grieve for the families who have lost loved ones  the hearts that have been broken  and the young lives that could have been  America  it s time to start bringing our troops home  It s time to admit that no amount of American lives can resolve the political disagreement that lies at the heart of someone else s civil war  That s why I have a plan that will bring our combat troops home by March of 2008  Letting the Iraqis know that we will not be there forever is our last  best hope to pressure the Sunni and Shia to come to the table and find peace  Finally  there is one other thing that is not too late to get right about this war    and that is the homecoming of the men and women   our veterans    who have sacrificed the most  Let us honor their valor by providing the care they need and rebuilding the military they love  Let us be the generation that begins this work  I know there are those who don t believe we can do all these things  I understand the skepticism  After all  every four years  candidates from both parties make similar promises  and I expect this year will be no different  All of us running for president will travel around the country offering ten point plans and making grand speeches  all of us will trumpet those qualities we believe make us uniquely qualified to lead the country  But too many times  after the election is over  and the confetti is swept away  all those promises fade from memory  and the lobbyists and the special interests move in  and people turn away  disappointed as before  left to struggle on their own  That is why this campaign can t only be about me  It must be about us    it must be about what we can do together  This campaign must be the occasion  the vehicle  of your hopes  and your dreams  It will take your time  your energy  and your advice    to push us forward when we re doing right  and to let us know when we re not  This campaign has to be about reclaiming the meaning of citizenship  restoring our sense of common purpose  and realizing that few obstacles can withstand the power of millions of voices calling for change  By ourselves  this change will not happen  Divided  we are bound to fail  But the life of a tall  gangly  self made Springfield lawyer tells us that a different future is possible  He tells us that there is power in words  He tells us that there is power in conviction  That beneath all the differences of race and region  faith and station  we are one people  He tells us that there is power in hope  As Lincoln organized the forces arrayed against slavery  he was heard to say   Of strange  discordant  and even hostile elements  we gathered from the four winds  and formed and fought to battle through   That is our purpose here today  That s why I m in this race  Not just to hold an office  but to gather with you to transform a nation  I want to win that next battle    for justice and opportunity  I want to win that next battle    for better schools  and better jobs  and health care for all  I want us to take up the unfinished business of perfecting our union  and building a better America  And if you will join me in this improbable quest  if you feel destiny calling  and see as I see  a future of endless possibility stretching before us  if you sense  as I sense  that the time is now to shake off our slumber  and slough off our fear  and make good on the debt we owe past and future generations  then I m ready to take up the cause  and march with you  and work with you  Together  starting today  let us finish the work that needs to be done  and usher in a new birth of freedom on this Earth    sector5
Gotham,To refresh the world To inspire moments of optimism and happiness To create value and make a difference  sector3
Gotham,The University of Connecticut is dedicated to excellence demonstrated through national and international recognition  Through freedom of academic inquiry and expression  we create and disseminate knowledge by means of scholarly and creative achievements  graduate and professional education  and outreach  With our focus on teaching and learning  the University helps every student grow intellectually and become a contributing member of the state  national  and world communities  Through research  teaching  service  and outreach  we embrace diversity and cultivate leadership  integrity  and engaged citizenship in our students  faculty  staff  and alumni  As our state s flagship public University  and as a land and sea grant institution  we promote the health and well being of citizens by enhancing the social  economic  cultural  and natural environments of the state and beyond  sector5
Gotham,Our three core  interwoven values are quality  inclusiveness  and connectivity  Our commitment to quality means that we shun complacency and continually strive to be among the best in all we do and to be the best in key areas  Though we realize no university can be everything to everybody  we can still be the university for everybody  We believe exceptional quality and accessibility reinforce one another that one need not be sacrificed in order to meet the other  Indeed  we must continue to set ourselves apart by democratizing cutting edge knowledge and bringing it to people around the world as we instill our values and knowledge in tomorrow s citizens  leaders  and scholars  We are charged with finding creative ways to meet this challenge  knowing that doing so is what makes MSU a model of 21st century education  In order to be the best  we must dedicate ourselves to inclusion  Indeed  inclusion both underpins and stems from our commitment to quality and must be at the core of the MSU experience  Inclusion is not limited to ensuring various constituencies are accounted for  but rather is an overarching philosophy that starts with a belief in the value of varying perspectives and a promise of mutual respect  Our commitment to inclusion means we embrace opportunities for all  It means that we ensure individuals who come from ordinary backgrounds but who possess extraordinary talents  passion  and determination can find the path to success  It means building a vibrant  intellectual community that offers and respects a broad range of ideas and perspectives  We embrace a full spectrum of experiences  viewpoints  and intellectual approaches because it enriches the conversation and benefits everyone  even as it challenges us to grow and think differently   Our commitment to connectivity builds on our land grant heritage and values  It obliges us to align our assets so that they reinforce and enhance one another and so that we re working as creatively as possible  Internally  we avoid the view of departments  programs and constituencies as islands and instead look for ways to organically build connections so that each part of our institution can enhance and benefit from the others  Further  we do not create separate organizations that are viewed as interdisciplinary  Rather  we build adaptive  vital partnerships that effectively deploy resources to rapidly meet the changing frontiers of knowledge  Externally  we strive to connect with those we serve locally  nationally  and globally and with the best and brightest minds  Connectivity means that we are forward looking  anticipating tomorrow s issues while addressing the issues of today  It means a willingness to take responsibility for our role in our community  to work hard  and to fulfill our commitments  Finally  it means performing our work in the spirit of service  These three values quality  inclusion  and connectivity are intricately linked  In order to dedicate ourselves to one  we must commit to the other two  By building connections  focusing on inclusion and committing to quality  we begin to set a standard for what we expect of ourselves  That s the foundation on which all else we wish to accomplish is based    sector5
Gotham,The mission of a Toastmasters Club is to provide a mutually supportive and positive learning environment in which every individual member has the opportunity to develop oral communication and leadership skills  which in turn foster self confidence and personal growth  Toastmasters International is the leading movement devoted to making effective oral communication a worldwide reality  Through its member Clubs  Toastmasters International helps men and women learn the arts of speaking  listening and thinking   vital skills that promote self actualization  enhance leadership potential  foster human understanding  and contribute to the betterment of mankind  It is basic to this mission that Toastmasters International continually expand its worldwide network of member clubs  thereby offering ever greater numbers of people the opportunity to benefit from its program  Toastmasters International empowers people to achieve their full potential and realize their dreams  Through our member Clubs  people throughout the world can improve their communication and leadership skills  and find the courage to change  Toastmasters International s Core Values are integrity  dedication to excellence  service to the member  and respect for the individual  These are values worthy of a great organisation  and we believe we should incorporate them as anchor points in every decision we make  Our core values provide us with a means of not only guiding but also evaluating our operations  our planning  and our vision for the future  sector3
Gotham,We are explorers At SAIC  we exceed boundaries  Our commitment to an open structure is embodied in a curriculum of self directed study within and across a multiplicity of disciplines and approaches that promote critical thinking  rigorous investigation  and playful creativity  Through interdisciplinary practices and in deeply focused media  faculty and students conceive and accomplish exchanges in cultural study  production  and research with artists and scholars around the world  We are a community that challenges the notion that any field is ever beyond rediscovery   Meaning and making are inseparable At SAIC  we believe that meaning and making are inseparable  existing as a perpetual and productive cycle driven by experience  research  and critique  Our commitment to a wide range of media and processes supports our assertion that the artist  designer  scholar  and writer are uniquely qualified as makers to provide leadership  creative perspective  and hands on skill for shaping today s world  as well as contributing to its opportunities  Critique  as a fundamental component of the creative process  provides assessment as well as new ideas  possibilities  and directions that enable our community to sustain argument  rigor  experimentation  playfulness  invention  subversion  and mutual respect   We are artists and scholars The students  faculty  and staff of SAIC are engaged and innovative creators of art  design  scholarship  and writing  The faculty drives our curriculum  and each member brings the diverse experiences of his or her practice directly into the classroom and studio  Our students are viewed as emerging peers and full participants in the learning that occurs in collaboration with faculty and each other  Through their diverse practices  the staff participate to support the learning process  promote the overall well being  growth  and development of students  and enhance student success and the realization of students  full artistic potential   Chicago Our symbiotic relationship with the city radiates outward as students  faculty  and staff connect themselves to the diverse communities of Chicago and the entire world  Forming a city within a city  a campus  close and yet not contiguous  we are urban  The city s richness  complexity  and contradictions are the perfect environment for our own diverse community   We make history Our major encyclopedic art museum  libraries  special collections  and public programs create an unparalleled environment for maintaining a thoughtful and tangible relationship to history and the ways in which it is continually revisited and represented  fueling our innovation and experimentation and keeping our historical and critical discourse completely active  Students  faculty  and alumni of SAIC have made significant and groundbreaking contributions to the art  design  and scholarship of the 20th century  and continue to do so in the 21st    sector5
Gotham,Tufts is a student centered research university dedicated to the creation and application of knowledge  We are committed to providing transformative experiences for students and faculty in an inclusive and collaborative environment where creative scholars generate bold ideas  innovate in the face of complex challenges and distinguish themselves as active citizens of the world  To be an innovative university of creative scholars across a broad range of schools who have a profound impact on one another and the world Creating and sustaining an environment that prepares to launch all our students into the world fully prepared to chart a course for success requires effective stewardship of our resources during a time of significant challenges in higher education    Operational costs and the need for financial aid are rising  while research funding  philanthropy and returns on endowments remain uncertain  New and changing regulations  compliance requirements and standards of assessment are appearing alongside rapidly evolving digital technologies that will push the boundaries of  and reinvent the methodologies for  how we teach  learn and conduct research                         sector5
Gotham,The primary mission of UT is to move forward the frontiers of human knowledge and enrich and elevate the citizens of the state of Tennessee  the nation  and the world  As the preeminent research based  land grant university in the state  UT embodies the spirit of excellence in teaching  research  scholarship  creative activity  outreach  and engagement attained by the nation s finest public research institutions   UT s Carnegie Classification is Research University  very high research activity   Most undergraduates are full time  and admission is selective with a fairly low transfer in rate  Admission to graduate and professional programs is also competitive  Graduate offerings include master s  doctoral  and professional programs that focus both on research and practice  Nationally ranked programs  as well as our partnerships with Oak Ridge National Laboratory  are among UT s unique characteristicsWe seek to establish the University of Tennessee as a top tier public research university  Inherent in this vision is an acknowledgment that UT is currently a premier institution  Our vision reflects a desire to contribute to the legacy of the university and its longstanding tradition of excellence Promoting an institutional culture of continuous improvement is the key to pursuing and achieving excellence  This culture is guided by adherence to core values that define the Volunteer spirit and permeate who we are  what we do  and our approach to living and learning at UT and beyond  Though our strategic focus may change over time  we remain committed to the following values  Seeking Knowledge  The Volunteer spirit is intelligent  curious  and honors freedom of speech and the free exchange of ideas  This type of inquiry encourages intellectual growth  a lifelong pursuit of knowledge  and a sharing of this knowledge  as embodied by the Torchbearer  Leading with Innovation and Integrity  We know that solutions to modern problems arise through an understanding and application of existing data but also through creative thinking  Volunteers value character and integrity  The best leaders foster ethical and professional behavior such as open dialogue  transparency  and accountability within their groups  Advancing Diversity and Inclusion  The Volunteer community encompasses faculty  staff  students  and alumni of different cultures and backgrounds  Respecting the contributions and strengths of each individual is integral to teamwork and to fostering a culture of inclusive excellence  Engaging Locally and Globally  Volunteers get involved  Whether acting within our local and extended communities or embracing global challenges  the UT community strives to make a difference  Embracing Responsible Stewardship of Resources  Sustainability of resources  whether in terms of financial resources  infrastructure  or the environment  is key to a healthy institution  Practicing these values at UT builds a lifelong respect for managing resources responsibly   sector5
Gotham,Our three fold mission of excellence in patient care  medical education  and research leads us to place diversity at the forefront of our efforts  We believe that  with commitment to our racially  ethnically  and socioeconomically diverse community  we can deliver outstanding patient care  provide training to the best students  and engage in the groundbreaking research that can find solutions to the complex problems in a rapidly changing world  We will work together on a foundation of mutual respect  to build the University of Chicago Medicine into one of the finest organizations in the country  as measured by the quality of our patient care  the satisfaction of patients and their families  and the level of pride among everyone who works here  Participation   A spirit of teamwork and sharing Respect   Consideration and appreciation for others Integrity   Honesty in our words and actions Diversity   Honoring the power of different backgrounds and perspectives Excellence   A commitment to do our best at all times   sector5
Gotham,In pursuing its missions of teaching  research  and service  the University seeks to advance scholarly and creative endeavor through leading edge research and artistic production  to use this research and creativity to enhance undergraduate  graduate  and professional education  health care  and other services provided to the people of Iowa  the nation  and the world  and to educate students for success and personal fulfillment in a diverse world  The University of Iowa carries out its academic mission primarily through its 11 colleges  which offer undergraduate and graduate education  professional education  and education and training in the health sciences  In planning  setting priorities  and carrying out every aspect of its mission  the University of Iowa is guided by seven interdependent commitments  Excellence   Learning   Community   Diversity   Integrity   Respect   Responsibility The culture of the University of Iowa has been formed through historic adherence to core values   The culture is characterized by collaborative decision making within a community that fosters open and consultative communication    sector5
Gotham,Technology and design always have been and always will be essential for society s prosperity and well being   Embracing this tenet as a call to action  SUTD will be a leading research intensive global university focused on technology and all elements of technology based design   It will educate technically grounded leaders who are steeped in the fundamentals of mathematics  science  and technology  are creative and entrepreneurial  have broad perspectives informed by the humanities  arts and social sciences  and are engaged with the world   It will embrace the best of the East and West and drive knowledge creation and innovation  as well as innovative curriculum and teaching approaches   Its faculty  students and staff will have far reaching aspirations to create a better world by design  the confidence and courage to try new ideas and approaches  a questioning spirit fueled by the thrill of multi disciplinary learning and doing  and life long competencies  especially the ability and appetite to learn and innovate  By excelling in all these dimensions  SUTD will be viewed as the foremost university in the world for technology and design education and research  The Singapore University of Technology and Design is established to advance knowledge and nurture technically grounded leaders and innovators to serve societal needs  with a focus on Design  through an integrated multi disciplinary curriculum and multi disciplinary research  Leadership Integrity Passion Collaboration Creativity  sector5
Gotham,Virgin America is a California based airline that is on a mission to make flying good again  with brand new planes  attractive fares  top notch service  and a host of fun  innovative amenities that are reinventing domestic air travel  sector3
Gotham,JustGiving is the world s most trusted platform for online giving  For profit and for good We are a tech for good company  We charge a fee  all of which is re invested into building innovative new tools to make giving better for everyone  Innovation We think of ourselves as the R D team for every cause in the world  We are building on our 15 years of social giving history to create more intelligent and powerful ways of connecting causes with people who care  which are open to everyone and every cause  however small  Doing the decent thing We believe it s not just what you do but how you do it  Our users trust us because we do not share their data with anyone without their permission  Uniquely  we never sell or trade personal information with third parties  or try to  upsell  other services on the back of people s generosity  sector5
Gotham,KU Medical Center trains professionals to meet a wide range of health needs in Kansas   from the critical need for primary care and prevention to the urgent need for highly innovative and specialized clinical care  Further  the Medical Center produces medical scientists who are essential for basic and translational research  supplying the state s bioscience and biotech workforce and creating economic development  KU Medical Center serves people throughout the state of Kansas and the region  in rural as well as urban areas  The programs of KU Medical Center are comprehensive and maintain the high scholarship and academic excellence upon which the University s reputation is based  KU Medical Center s mission is to create an environment for  Education  KU Medical Center educates health care professionals to primarily serve the needs of Kansas as well as the region and the nation  The Medical Center offers high quality educational experiences to a diverse student population through a full range of undergraduate  graduate  professional  postdoctoral and continuing education programs  Research  KU Medical Center strives to advance the health sciences through internationally recognized research programs in strong basic  clinical  and translational sciences  as well as drug discovery  health services research and public health  Patient Care  KU Medical Center provides exceptional patient care with a focus on quality care and outcomes through hands on student training  residency programs  affiliations with hospitals and clinics throughout the state  telemedicine and telehealth consultations  and student  and faculty operated clinics to care for the underserved and uninsured  Service  KU Medical Center serves the citizens of Kansas  the region and the nation by developing  implementing and promoting model health care programs  and through numerous charitable  philanthropic and mission oriented endeavors  sector5
Gotham,Mission  Goals and Strategic Plan The Western Sydney University is building on its reputation for resilience and flexibility to cement a student centred and research led culture at the core of its next phase of development  Our Vision To secure success for our students and the Greater Western Sydney region through innovation and discovery in a dynamic and technology enabled world Our Mission To be a university of international standing and outlook  achieving excellence through scholarship  teaching  learning  research and service to local and international communities  beginning with the people of Greater Western Sydney  What we Believe in The primacy of the student experience Environmental and social responsibility A vibrant and inclusive intellectual community Opportunity for excellence Being connected locally and internationally Valuing  developing and rewarding our staff Our Values Excellence and quality Scholarly rigour and integrity Equity and inclusiveness Collegiality and participatory  Academic responsibility and freedom Relevance and responsibility  Ethics and accountability Key Focus Areas A distinctively student centred University A vibrant research led University with regional  national and global impact A unique learning experience that is innovative  flexible and responsive An expanding international reach and reputation A leading advocate and champion for the Greater Western Sydney region and its people A dynamic and innovative culture that secures success sector5
Gotham,Boise State University is a public  metropolitan research university providing leadership in academics  research and civic engagement   The university offers an array of undergraduate degrees and experiences that foster student success  lifelong learning  community engagement  innovation and creativity   Research  creative activity and graduate programs  including select doctoral degrees   advance new knowledge and benefit the community  the state and the nation   The university is an integral part of its metropolitan environment and is engaged in its economic vitality  policy issues  professional and continuing education programming  and cultural enrichment   sector5
Gotham,Committed to disciplinary strengths and organisational and international engagement  we develop the capacities of students  professionals and organisations through high impact experiential learning and effective practice oriented research  To be a nationally and internationally recognised business school  known for the excellence of the student learning experience and for the impact of our research on business and society  In pursuit of the mission and vision statements CUBS is committed to ensuring that   All of our graduates will regard their experiences with us as among the most satisfying  challenging and rewarding time of their lives in terms of learning  personal development and intellectual growth  they will be the strongest of our advocates and continue to be supportive and engaged alumni   Our research will be known internationally and valued for its deep knowledge  rigour and relevance   Our strong engagement with business and government will be regarded nationally and internationally as an exemplar of best practice  The strengths of the University tradition and commitment to scholarly knowledge will be maintained and enhanced   sector5
Gotham,In order to improve the lives of all Trinidad neighbors  TNA hosts and sponsors discussions and activities aimed at    Building community    Promoting harmony among all cultural  racial  and economic groups    Maintaining cleaner streets  sidewalks  and alleys    Improving utilization of public and private properties within the neighborhood  and   Reducing neighborhood crime and increasing individuals  sense of security   sector5
Gotham,To undertake world class research programmes at the Chemistry Biology interface focused on   Synthesis Separation Detection Characterisation The key feature is that the research programmes will apply these core techniques to compounds spanning the range from small molecules to large biomolecules thereby bridging the traditional gaps between Chemistry and Biochemistry  To create an interdisciplinary environment where research towards the development of novel pharmaceutical agents both independently and in collaboration with industry is enabled  To train postgraduate students and postdoctoral researchers for careers in the pharmaceutical and biopharmaceutical sectors sector5
Gotham,Public Benefit   We are an internet company with over 2 500 members  and are focused on delivering public benefit  With the proceeds of our successful registry business  we set up and support the charitable foundation Nominet Trust  the UK s leading social tech funder  Projects funded in 2016 included  Social Tech Seed  BAFTA Young Game Designers and iDEA  This year we have confirmed a  5 4 million charitable donation to Nominet Trust bringing our total contribution to over  44 million  Trusted   We are the trusted guardian of the UK namespace   one of the world s largest country code registries  We run and manage the infrastructure for  UK   cymru   wales and 35 other branded and generic TLDs  including  bbc and  london  We also work with the UK government to protect its Public Services Network  in partnership with the National Cyber Security Centre  Experienced   Established in 1996  we are building on our experience of running the  UK namespace by exploring further opportunities around emerging internet technologies  We now operate in a number of business areas  from providing internet connectivity and analytics for Internet of Things  IoT  devices to selling complex data analytics software  sector5
